Genes	Similarity(max 1)
CTSS	0.992996683
RNF144B	0.992997199
FKBP4	0.992997199
FANCI	0.99299809
RDH16	0.992998833
GID4	0.993
PAX4	0.993001555
TGM3	0.993004275
HSF1	0.993006993
IFNL1	0.993006993
OPTC	0.993006993
SI	0.993009321
KRT24	0.993010753
CENPK	0.993011066
IL21R	0.993011066
TMCO3	0.993011066
MTHFD1	0.9930131
PLCZ1	0.993013507
CHIT1	0.993015134
RGS10	0.993015134
FANCL	0.993015134
FBXO15	0.993015134
C16orf90	0.993015134
PROSAPIP1	0.993016037
TET2	0.993017047
PER2	0.993017213
SSU72	0.993017843
PGBD1	0.993018617
TCHHL1	0.99301871
ABCC3	0.993019197
BEND3	0.993019197
KLHL8	0.99301959
FITM1	0.993020937
STOML1	0.993022008
LSM10	0.993023256
RNF32	0.993023256
LSM1	0.993023256
CCL11	0.993023256
ASB12	0.993023256
YBEY	0.993023256
ZP3	0.993023256
IGF2R	0.993024801
HEYL	0.993025283
MADD	0.993025283
MFSD8	0.993025872
MAP3K10	0.993026499
RHOV	0.99302731
ZNF846	0.99302866
GTF2E1	0.993030202
PRC1	0.993030202
RBM48	0.993031359
CLSTN3	0.993031359
BUB1	0.993031359
ABCA9	0.993033226
ZNF669	0.993034056
TMIE	0.993035403
MRRF	0.993035403
LRCH1	0.993035714
ATP6V0A2	0.993036212
BDP1	0.993037345
GFM1	0.993039443
IQCF6	0.993039443
NQO2	0.993039443
DDX60	0.993039443
RNASE11	0.993039443
ACOT6	0.993039443
SLK	0.993039443
WT1	0.993039443
NTMT1	0.993039443
MT1E	0.993039443
AFAP1L2	0.99304175
DLX5	0.993045897
NEURL4	0.993046166
PHIP	0.993046247
PTPN14	0.993046358
AQP9	0.993046358
CCL13	0.993047509
C22orf15	0.993047509
10-Sep	0.993048659
DMRT2	0.99304912
UBTF	0.993049327
RBFA	0.993050193
INPP4B	0.99305096
LARP1	0.99305136
LGI2	0.993053546
TRIB2	0.993053892
SLC9A1	0.993054094
NEUROD1	0.993055556
PTPRCAP	0.993055556
SLC31A2	0.993055556
IFNW1	0.993055556
ZNF136	0.993055556
SPDYC	0.993055556
SHC1	0.993057564
TLR4	0.993058028
THY1	0.993059572
SDPR	0.993060145
TAF3	0.993061224
RPP25	0.993063584
SPG11	0.993064475
HES6	0.993066256
DNPEP	0.993067591
CYP3A5	0.993067591
PPAPDC3	0.993067591
LRRTM3	0.993070362
BHLHE40	0.993071594
STX10	0.993071594
XAGE3	0.993071594
ANHX	0.993071594
KLHL14	0.993071594
ADAT1	0.993071594
SEC16A	0.993074478
ZC3H7B	0.993074792
SHOC2	0.993075899
CD200R1L	0.993076923
ACY3	0.993076923
SCML1	0.993077189
TMEM135	0.993077988
COG1	0.993078444
MRPL47	0.993079585
GEN1	0.993081979
NUDT13	0.993083573
CEP350	0.993083747
CSF1R	0.993084016
OLFM1	0.993085566
GOLGA7	0.99308642
RPL35A	0.993087558
FMO2	0.993087558
ACSL3	0.993087558
RNF167	0.993087558
HIST1H2AH	0.993087558
APAF1	0.993087904
UGT2A3	0.993088553
HPCAL4	0.993088656
THRAP3	0.99308915
AMOTL2	0.993089612
CEP135	0.993090211
DBN1	0.993090211
CEP89	0.993090211
ZNF175	0.993090211
PRDM14	0.993090742
RBMS2	0.993090909
ANKRD13C	0.993091537
NCAN	0.993096956
GAS8	0.993096956
ZCWPW1	0.993097101
SPTLC1	0.993098438
SMIM15	0.993099482
CHSY3	0.993101466
ARV1	0.993103448
MTIF3	0.993103448
CYP4F22	0.993103448
ZNF26	0.99310561
CCDC129	0.993105712
SP4	0.993105826
CPSF1	0.993106618
LMCD1	0.99310741
GALR2	0.993108729
PBLD	0.993109039
NGFRAP1	0.993111366
CNNM1	0.993111559
MMP8	0.993112496
BORA	0.993113447
ACTN2	0.993115318
PSMC3IP	0.993119266
CRYBB1	0.993119266
ITGA1	0.9931207
GPC3	0.993121238
SEZ6L2	0.993123209
PKLR	0.993123772
RXRB	0.993127148
FZD10	0.993127148
B9D2	0.993127148
RWDD1	0.993129771
CIB2	0.993129771
EVPL	0.993129771
C12orf44	0.993129771
NCKAP5	0.993129981
TRPM5	0.993133266
SHROOM3	0.993134542
LSM2	0.993135011
DEFB1	0.993135011
TULP1	0.993138937
ART1	0.993140244
LHFPL3	0.993141737
TNS3	0.993142396
DAB2IP	0.993142857
SLC27A1	0.993142857
NMNAT2	0.993143069
CDK5RAP2	0.993144507
BEGAIN	0.993145468
PIP4K2B	0.993145468
GARS	0.993148078
ZNF236	0.993149816
PPOX	0.993150685
HPCA	0.993150685
ISPD	0.993150685
HIST2H2AC	0.993150685
NOTCH3	0.993151554
RNF14	0.993152918
ZBED2	0.993153811
CDK5R1	0.993154292
CLSTN2	0.99315508
WEE2	0.99315515
NUDT19	0.993155894
C15orf43	0.993155894
PFKFB4	0.993156544
ITFG2	0.993156544
ZNF540	0.99315738
P4HA2	0.993160055
KIAA1737	0.993161614
FAM109B	0.993162393
MRC2	0.993163891
KY	0.993165089
FBXL20	0.993165314
DDIT4L	0.993166287
SLC10A5	0.993166287
CPN1	0.993166287
GCKR	0.993166287
RRP8	0.993166287
ZNF660	0.993169399
TUBB1	0.993170176
TFAP2A	0.993170475
NTRK1	0.993171472
ADAMTS14	0.993171472
EIF5	0.993173129
RPL7A	0.993174061
ESAM	0.993174061
LMBR1L	0.993175614
STMND1	0.993176649
GALNTL1	0.993176649
ITK	0.993177166
POLR3A	0.993177683
OGDH	0.993178076
LONP2	0.993178373
PANK4	0.993179235
ING1	0.993180711
CDS1	0.993180818
PIAS4	0.993181818
PCDH17	0.993183904
CNR1	0.993184201
CNTN3	0.993185007
PSMB11	0.99318569
SLITRK4	0.99318609
PTBP1	0.993186745
RNF43	0.993186813
CEP19	0.993188011
AJAP1	0.993188591
SLC25A25	0.993188854
DOK2	0.993189557
ACP2	0.993191103
DPY19L3	0.993191489
FCF1	0.993192133
TGM1	0.993194707
ASB2	0.993197279
RARRES3	0.993197279
EFCAB6	0.993198771
SYT10	0.993199382
DGKZ	0.993199382
KIF20A	0.993199482
PGBD2	0.993199849
AP3M2	0.993200979
RASSF1	0.993201133
METTL18	0.993201903
COL5A1	0.993203059
MYBL1	0.993204078
CTTNBP2NL	0.993204213
ZNF485	0.993204391
PGRMC1	0.993204391
CCNB3	0.993204983
SLC14A2	0.993206082
CORO1C	0.993207941
ATP7B	0.99321139
ZNF184	0.99321267
OR2S2	0.99321267
ARRDC3	0.993217784
KHDRBS2	0.993217784
KIAA1033	0.993218571
TMEM254	0.993220339
BARX2	0.993220339
DIEXF	0.993221433
AK5	0.993225806
HSPA5	0.993227092
S100A5	0.993227991
SH2B2	0.993227991
GPRIN3	0.993231544
CDK4	0.993233083
TBC1D1	0.993233083
NRDE2	0.993233083
LIPA	0.993233083
TSPO	0.993235626
UVRAG	0.993235626
MEOX2	0.993237532
TMEM200A	0.993238167
GPM6B	0.993239437
RNPC3	0.993243243
CALML5	0.993243243
FADS1	0.993243243
PAGE4	0.993243243
KIAA1551	0.99324433
KCTD20	0.993246894
GPBAR1	0.993247046
PDLIM2	0.993248312
ERMP1	0.993248312
EEFSEC	0.993249325
SFMBT1	0.993249325
OSM	0.993250844
DOK5	0.993250844
CCDC103	0.993250844
NAA10	0.993250844
ZNF782	0.993251534
POLR1A	0.993254096
LRSAM1	0.993254096
FAM78A	0.993254182
TSPAN33	0.993254637
FBXL19	0.993256002
SLC6A13	0.993258427
CCL27	0.993258427
SCN8A	0.993259214
BOD1L1	0.99325928
ALPK1	0.99326011
ARMC2	0.993260591
MACROD2	0.993261792
KDM4C	0.993262969
CAMK1	0.993263473
ACCS	0.993264249
PAX2	0.993264249
KLHL20	0.993267327
ESX1	0.993268512
SEL1L2	0.993268512
BHLHE41	0.993268713
ETV1	0.993273543
NDUFAF6	0.993273543
F8	0.993273543
ENDOG	0.993273543
RPL39L	0.993273543
KRTAP1-4	0.993273543
C19orf77	0.993273543
CLEC6A	0.993276558
WWC1	0.993277311
RNF215	0.993277311
C20orf26	0.993278566
MCFD2	0.993281075
ASB6	0.993281075
NAGLU	0.993281075
LRIG2	0.993281911
PRKCG	0.99328215
CP	0.993286713
AKIRIN2	0.993288591
DCAF5	0.993288591
ASCC2	0.993288591
PIGT	0.993288591
B3GNT9	0.993291092
TNK2	0.993291592
BBS10	0.993291592
MED13	0.993294636
LRRC55	0.993294841
DPM1	0.993295019
GPX1	0.993296089
ZNF641	0.993296089
FBXL17	0.99329887
NDRG2	0.993301435
PHACTR2	0.993302591
HOXC13	0.993302637
IKZF3	0.993303571
WDR7	0.993303571
SLC25A18	0.993303571
TBCCD1	0.993306062
FAM181B	0.993307306
PHF11	0.99330855
HK1	0.993309172
C8A	0.993311037
B3GALNT1	0.993311037
CD274	0.993311037
C19orf24	0.993311037
EPN1	0.993312528
CCDC159	0.993314231
TRAF3IP2	0.993315508
CIRH1A	0.993315508
CCDC36	0.993316004
B3GNT5	0.993316195
CNBD1	0.993318486
RPS3A	0.993318486
DEFB126	0.993318486
SLC7A11	0.993318486
GALK1	0.993318486
FGF21	0.993318486
CCDC64B	0.993318486
TMEM106C	0.993319973
MYBPC2	0.993320345
TCF7L1	0.993320965
LARS2	0.993321791
PLA2G4D	0.993322204
ELF3	0.993322204
ATP6V1B1	0.993323061
GGCX	0.993323217
VPS35	0.993323217
SLC25A36	0.993323282
FHOD3	0.993323892
PKM	0.993324433
DHRS3	0.993325918
GINS1	0.993325918
ATXN7L2	0.993325918
GOLT1B	0.993326308
UBL3	0.993327197
DIABLO	0.993328391
KCNA5	0.993328652
ZNF654	0.99332929
GNL2	0.993330554
FOXP1	0.993330639
TCTN2	0.993330993
ADNP2	0.993331986
USP13	0.993333333
BOK	0.993333333
PXMP4	0.993333333
COX6C	0.993333333
RASA4	0.993333333
PARP8	0.993335224
ARHGEF3	0.993336624
DNASE1L1	0.99333675
JUNB	0.993337035
WNT9B	0.993338268
ZBTB48	0.993339254
SLC12A9	0.993339676
EXOSC1	0.993340733
EBF4	0.993340733
CCNE1	0.993340733
C6orf203	0.993340733
SUN3	0.993343195
ADAD1	0.993344426
BATF2	0.993344426
SOWAHA	0.993344907
FGFBP3	0.993345164
C9	0.993345656
PGM5	0.993348115
RPL3L	0.993348115
ASPA	0.993348115
SASH1	0.993350717
RND1	0.993351064
NEUROD6	0.993353783
EMC1	0.993356533
PRL	0.993357934
IQCD	0.993357934
ERLIN1	0.993358634
DDX56	0.993359894
C4A	0.993360384
ZNF568	0.993360384
PCDH15	0.993360572
HPS5	0.993360996
PDIK1L	0.993361968
RHBG	0.993362832
DUSP13	0.993362832
RLN3	0.993362832
TP63	0.993363306
PCDHB8	0.993365278
NAA40	0.993365501
KCNIP1	0.993366501
EXOC6	0.993368334
MYH6	0.993369602
DDI1	0.993370166
MAP2K5	0.993371631
ZNF528	0.993372419
LYPLAL1	0.993373095
PIK3CG	0.993374903
FZD3	0.993375046
AZIN1	0.993377483
PCP4L1	0.993377483
LRRC71	0.993377483
NKX2-6	0.993377483
RAB11FIP5	0.993377483
LRRC30	0.993377483
ANAPC2	0.993377483
SPINK9	0.993377483
PTPRF	0.993378378
FAM53C	0.993379107
SLC6A9	0.993379571
SCFD2	0.993379571
C1QL2	0.993380855
GPBP1L1	0.993381295
MCOLN2	0.993382353
ID2	0.993382353
REEP6	0.993382353
PRX	0.993382353
OBFC1	0.993384785
CDH19	0.99338843
ZNF436	0.993388834
POLL	0.993390951
TIPARP	0.993391488
TBCE	0.99339207
SAMD7	0.99339207
S100G	0.99339207
ARHGEF12	0.993392836
KCNQ4	0.993394495
LARP1B	0.993395707
GPR111	0.993396226
CNIH	0.993396919
HNRNPL	0.99339934
METAP1	0.99340176
SLC25A42	0.99340176
HAUS7	0.99340176
GNAT2	0.99340176
SVEP1	0.993401979
TBC1D15	0.993402451
TMEM184A	0.993403694
TRIB1	0.993404782
MAP4	0.993405068
ASXL2	0.993405963
HIST1H2BL	0.993406593
USP46	0.993408544
USP42	0.993410543
TOMM70A	0.993410589
UBL7	0.99341142
KCNH2	0.993412798
LRP12	0.993413028
SAPCD1	0.993413831
COPS7B	0.993414387
MRPS18A	0.993414864
AGL	0.993415638
LMNB2	0.99341624
LRRK1	0.993416633
IL1A	0.993421053
TMEM167B	0.993421053
TM9SF4	0.993421053
BEND4	0.99342275
RHBDL2	0.993424658
FASTKD5	0.993425858
GCM1	0.993428258
ERAL1	0.993428258
KLHL7	0.993429698
KIF7	0.993429698
FAM151B	0.993429698
KAT6B	0.993431085
NID2	0.993431529
PAFAH1B1	0.993431564
PCID2	0.993434012
HYPK	0.993435449
INTS7	0.993435449
PLK3	0.993435449
DEF6	0.993435449
ATP13A5	0.993437244
ELAVL1	0.99343756
HSPH1	0.993439038
MYO1F	0.993439038
CHMP5	0.993440233
LYG1	0.993442623
GSS	0.993442623
CHAT	0.993444056
TOB2	0.993444158
GALNT12	0.993445011
SLITRK3	0.993447397
CDH13	0.993448481
GADL1	0.993449782
LAMTOR4	0.993449782
ARHGEF15	0.99345137
KEAP1	0.993454545
MAPK1	0.993454978
OTUD7B	0.993455905
KLHL41	0.993456033
KLHL15	0.993456568
KLHL32	0.993456925
AATK	0.993457573
RALGAPB	0.993457944
BGN	0.993458352
MAFF	0.993458708
ANXA1	0.993459302
HMGXB4	0.99346049
PDIA3	0.993460765
RBM10	0.993461803
FAM175A	0.993464052
HARS	0.993464052
GALK2	0.993464052
LY6H	0.993464052
DCAF8L1	0.993464052
CRHR1	0.993464052
NEK7	0.993465634
SLC14A1	0.993466899
MRPL49	0.993467337
NUDT21	0.99346761
MYH9	0.993468408
HORMAD2	0.993471164
PRPF31	0.993471164
RPUSD2	0.993474715
PC	0.993475109
C19orf38	0.993476235
IL7R	0.993478261
BATF	0.993478261
FAM221B	0.993478261
SPAG11A	0.993478261
HIST1H2AK	0.993478261
GNA12	0.993479836
ATAD2	0.993480623
SSPN	0.993480792
HDDC2	0.993485342
UXS1	0.993485342
C15orf60	0.993485342
DUSP3	0.993486128
KIAA0226	0.993486128
KIAA0100	0.993486226
MNAT1	0.993487699
MAPT	0.993487699
KCNJ4	0.993488877
GRIN1	0.993488877
RAI1	0.993491525
PDHA2	0.993492408
FAU	0.993492408
TTC16	0.993492408
RICTOR	0.993494229
LRRC46	0.99349711
SPDYE4	0.993499458
KANK3	0.993499458
XIRP1	0.99350147
PEX7	0.993501805
DAGLA	0.993501932
RFESD	0.993502274
RELN	0.993502556
VEGFA	0.993504274
RB1CC1	0.993506494
TYMS	0.993506494
HIST1H3E	0.993506494
FTSJ3	0.993508326
ATF7IP2	0.99350841
TTC37	0.993508772
RNF138	0.993508973
FAM193A	0.993510707
TTC1	0.993511175
SLC3A1	0.993512111
TMEM62	0.99351585
FAM131A	0.993517718
CORIN	0.993517718
TMEM229B	0.993518519
ATP5G2	0.993520518
WSCD2	0.993520518
CLEC12A	0.99352518
GJB4	0.99352518
RBPJL	0.993526111
RIBC2	0.993529835
AGER	0.993529835
MYH7	0.993530192
AP5S1	0.993530997
FAM20A	0.993530997
C1orf94	0.993531695
CCDC97	0.993532492
EIF2AK3	0.993533089
RIPK3	0.993534483
EFCAB2	0.993534483
H2AFV	0.993534483
SLC25A46	0.993537268
UNC93B1	0.993537268
E2F7	0.993538247
FAM170A	0.993539124
MTG1	0.993539124
KCNS1	0.993539124
PRR12	0.993539375
CD55	0.993540052
HOXC9	0.993540052
BBS12	0.993540449
TNKS2	0.993540908
SOGA2	0.993544115
ODC1	0.993544917
PRDM12	0.993548387
OR8B4	0.993548387
SP7	0.993550577
ABCC9	0.993550909
CHST11	0.993551161
WBP2	0.993551854
SCAF11	0.993552058
HMX2	0.993553009
ICMT	0.993553586
DDX60L	0.993554328
NIT2	0.993555317
CPQ	0.993555317
ZNF267	0.993556306
C9orf72	0.993556306
PITPNM1	0.993557623
WBSCR17	0.993558282
PICALM	0.993558776
EXTL2	0.993559928
TRRAP	0.993561208
GRK5	0.993562232
HIST1H2AB	0.993562232
KIAA1432	0.993563838
FAM160B2	0.993567408
OR8I2	0.993569132
OR5B21	0.993569132
PPIB	0.993576017
ASB18	0.993576017
RPL35	0.993576017
TMEM150A	0.993577392
C10orf137	0.993578767
FPR2	0.993579454
TRPV2	0.993582888
VPS39	0.993583109
ARHGAP35	0.993584693
BNIP3L	0.993585828
LMTK2	0.993586387
RFX1	0.993587786
HYAL2	0.993589744
TRAPPC12	0.993589744
SERPINI2	0.993589744
TMTC2	0.993591069
HPSE2	0.993591211
PLIN2	0.993593166
RNF214	0.993594574
CD163	0.993594876
C9orf41	0.993595608
RASAL1	0.993596585
SLC25A40	0.993597951
GLA	0.993598862
NKX3-1	0.993599512
WIBG	0.993601463
METTL11B	0.993603412
MUC13	0.993603412
HIST1H2BO	0.993603412
UGGT2	0.993607501
SLX4IP	0.993607955
RAB9B	0.993609336
N4BP2L2	0.993610224
YIPF5	0.993610224
TMEM40	0.993610224
OR6C74	0.993610224
OR5J2	0.993610224
OR51F1	0.993610224
OR1F1	0.993610224
ARHGEF10L	0.99361098
GREM2	0.993611924
LAPTM4A	0.993612491
SLC25A15	0.993612491
SARM1	0.993613139
GAS2L1	0.993614304
EME1	0.993614304
PSAP	0.993614757
TMEM108	0.993615323
RPN2	0.993615323
TMEM192	0.993615323
TESC	0.993617021
ZFP2	0.993617021
HIST1H3J	0.993617021
PLCB3	0.993620415
TRAF3IP3	0.993620415
ATP6AP2	0.993621197
SEC24D	0.993621197
GBE1	0.993621545
SLAMF8	0.993622836
TSPYL2	0.993623804
ODF4	0.993623804
HCFC1R1	0.993623804
CRYZ	0.993627191
EXOSC2	0.993627191
RAPH1	0.993627742
IMPDH2	0.993627867
BTBD10	0.993628037
RNF26	0.993628319
OTOL1	0.993630573
ITGA5	0.993630573
CNTFR	0.993630573
PSPN	0.993630573
SNIP1	0.993630573
OR10Z1	0.993630573
OR6V1	0.993630573
OR10G3	0.993630573
C10orf35	0.993630573
OR10P1	0.993630573
OR8B2	0.993630573
OR5H1	0.993630573
KRTAP13-4	0.993630573
SPIN1	0.993632022
COMMD8	0.993635078
SMPX	0.993637328
ZNF860	0.993637328
ZSCAN5A	0.993637328
SMARCC2	0.993638416
MFSD1	0.993638677
KLF15	0.993638677
TRAF6	0.993639255
HMGCR	0.9936407
IQGAP2	0.9936407
ARC	0.9936407
HSBP1	0.9936407
TPH2	0.993641373
CYTH1	0.993642144
GPC6	0.993642272
MYO7A	0.993642384
KCNJ3	0.993644068
TSHZ1	0.993646239
TMEM27	0.99364676
FAM189A2	0.993649243
PID1	0.99364945
GPR116	0.993649674
OR2W3	0.993650794
OR5I1	0.993650794
OR1E1	0.993650794
OR5B3	0.993650794
OR5H2	0.993650794
ADCK2	0.993652137
CLCN6	0.993653032
MAMDC4	0.993654151
FAM83A	0.993654822
PDZK1	0.993656547
PPP2R2A	0.993656547
PGM1	0.993657505
CLUL1	0.993657505
RPTN	0.993657505
NDST3	0.993660041
ST8SIA4	0.993660856
MVK	0.993660856
TMEM41A	0.993661972
USP21	0.993662864
ITIH4	0.993664203
MAP1LC3A	0.993664203
HVCN1	0.993666432
CCT8	0.993670886
ATP5G3	0.993670886
MANEA	0.993670886
PRMT8	0.993670886
FN3KRP	0.993670886
SCAF1	0.993670886
DNAAF2	0.993673111
RFC1	0.993673469
BPIFB2	0.993674222
CEBPZ	0.993674699
C16orf58	0.993675889
ALMS1	0.99367619
IFNGR1	0.993677043
TXNDC15	0.993677555
TAF7L	0.993678887
ZNF143	0.993680297
NR4A3	0.993680885
BSPRY	0.993686869
LIPG	0.993686869
WDR43	0.993690852
OR2M5	0.993690852
PROCR	0.993693062
TSSC1	0.993693694
ZNF521	0.99369406
ZFP36L1	0.993696085
SNRPF	0.993697479
UBE2D4	0.993697479
RIOK3	0.993697479
MS4A6A	0.993697479
HERC5	0.993698081
TRIM35	0.993700126
CDCA7	0.993700126
CADM2	0.993700315
RNF10	0.993700787
LRRTM2	0.99370229
CCNB1	0.993704092
SLC26A10	0.993705036
RNF133	0.993706294
JMJD6	0.9937072
CXCR6	0.993707394
HERC2	0.993709043
FTMT	0.993710692
CCNDBP1	0.993710692
TPI1	0.993710692
OR6P1	0.993710692
OR6Q1	0.993710692
PCDHB7	0.993710692
INSR	0.993711386
ASH1L	0.993712295
EHMT2	0.99371234
CORO1B	0.993713986
TMEM82	0.993715084
ZFYVE21	0.993715084
ACAD10	0.993717277
LRIT3	0.993718593
NOX4	0.993718593
XYLT2	0.99371947
TOPORS	0.993719807
SH2D7	0.993720565
IPPK	0.993721084
MST1R	0.993722536
GAPDHS	0.993723849
ZC3HC1	0.993723849
ATOX1	0.993723849
GABRG2	0.993723849
LGI4	0.993723849
CDC45	0.993723849
KIAA0247	0.993723849
JUP	0.993726474
KLHDC8B	0.99372713
C15orf41	0.993730408
OR2B11	0.993730408
OR2A2	0.993730408
TDP2	0.993733681
RTN2	0.993733681
SYNPO2L	0.993734772
LOXL2	0.993735084
NUMA1	0.993735208
TTR	0.993736952
HACL1	0.993736952
HOPX	0.993736952
COA6	0.993736952
KBTBD7	0.99373764
COL6A2	0.993738819
SARS2	0.993740219
WSB1	0.993740219
TNFSF10	0.993740219
ZNF300	0.993741307
GUK1	0.993743483
DEPDC1	0.993745812
MIPEP	0.993747395
ZCCHC18	0.993747395
VWA2	0.993748139
SLC45A1	0.99375
TMEM89	0.99375
ARL1	0.99375
SPR	0.99375
CHTF8	0.99375
C6orf89	0.99375
TMEM198	0.993753254
GRASP	0.993753254
MAGEC2	0.993753254
PDS5B	0.993755204
SCG3	0.993756504
SMCR7	0.993757803
DHRS13	0.99375975
PLD4	0.99375975
ABCB10	0.993761372
SLC13A4	0.993762994
IRF7	0.993762994
PIH1D3	0.993762994
ARSF	0.993762994
PNP	0.993767313
HTATIP2	0.993767313
P2RY12	0.993767313
SERPINE2	0.99376947
TEX14	0.99376947
OR5C1	0.99376947
OR13C8	0.99376947
TP53I13	0.993771626
ROGDI	0.993771626
GJA5	0.99377335
PRKAB1	0.99377335
USHBP1	0.99377335
RALGPS2	0.993773781
MLLT4	0.993775488
WFDC10A	0.993775934
STXBP4	0.993779422
ZNF354A	0.993781095
NAP1L2	0.993781578
DNAJC21	0.993782383
SOCS4	0.993782383
RASL10A	0.993782383
APOA5	0.993782383
FOXRED1	0.993782383
ARNT2	0.993783169
C4orf21	0.993783169
DCST2	0.993783672
ANKRD2	0.99378453
BICD2	0.99378496
DOCK1	0.993785144
TMC7	0.993786408
CDKL2	0.99378882
BATF3	0.99378882
MMP14	0.99378882
NNMT	0.99378882
SEMA5B	0.99378882
OR14J1	0.99378882
HMCN1	0.993789161
SH2D5	0.993790656
GFER	0.993791391
TRIM23	0.993792033
CYP4X1	0.993792033
ABCA1	0.993793037
DUSP14	0.993793103
DDX54	0.993793638
HRSP12	0.993795243
KBTBD2	0.993797992
EXOC5	0.99379845
ZC3H12B	0.993799091
MAP3K5	0.993801653
NBAS	0.993801653
LMO1	0.993801653
PCM1	0.993801895
PI16	0.993805919
GPR20	0.993805919
NDFIP1	0.99380805
ZSWIM5	0.99380805
ATP5J	0.99380805
VIPAS39	0.993809327
KRT1	0.993809327
TRIM4	0.993810179
POC1A	0.993811243
PIGA	0.993811533
DNAH9	0.993812307
UBA6	0.99381247
SMAD5	0.993813522
CCDC63	0.993814433
C21orf91	0.993814433
ST18	0.993814808
SFSWAP	0.993816254
SPG20	0.993816473
SLC6A7	0.993818075
CACNA2D3	0.993818075
FAM122A	0.993818681
ADAM12	0.993818681
PLEKHM3	0.99381953
ZAP70	0.99381953
EXOSC5	0.993820803
MME	0.993821552
RRBP1	0.993822924
NDUFAF7	0.993822924
KCNC4	0.993823529
MAP3K11	0.993823695
TTC31	0.993825043
ALKBH6	0.99382716
CLPP	0.99382716
INTS1	0.993828068
AKAP10	0.993830334
C3orf80	0.99383192
ASF1A	0.993832237
THAP2	0.993833505
PIH1D1	0.993833505
SOGA1	0.993835089
CCNB2	0.993835616
CTSH	0.993835616
NTN3	0.993836672
ZC4H2	0.993837305
C8orf37	0.993838863
NDOR1	0.993842365
C6	0.993843448
CDK17	0.993844576
ABCA5	0.993845252
ANKMY1	0.993846154
REV1	0.993848112
SERGEF	0.993848257
SCAND3	0.993848677
DESI2	0.993849938
ZNF451	0.993851133
LTK	0.993852459
C14orf177	0.993852459
TNFRSF1A	0.993853428
OPHN1	0.993854663
PJA2	0.993854977
PRRT2	0.993854977
AGPS	0.993855406
GORASP1	0.993856655
PAAF1	0.993856655
CASR	0.993856655
HRASLS5	0.993857097
SPAG6	0.993857494
KCNIP2	0.993857494
SYP	0.993857494
AGR2	0.993858751
DAG1	0.993859144
ATPAF1	0.99385938
GRID1	0.993863238
KCNE1	0.993863238
NDN	0.993865031
CSTA	0.993865031
NCOR1	0.993865031
OR1S1	0.993865031
NRL	0.993868166
FAM107A	0.99386921
APPBP2	0.993870906
SLCO1C1	0.993870968
LRRC38	0.993871297
QRFPR	0.993871297
RILPL1	0.993871297
CDC14A	0.993872549
GNAT1	0.993872549
SCGN	0.993873383
FBXO42	0.993877551
RLBP1	0.993877551
CTSO	0.993879633
RAB4A	0.993880049
PSMA1	0.993881713
RCE1	0.993881713
PDCD4	0.993882091
STRADB	0.993882353
EML2	0.993885039
NRK	0.993886576
RBMS1	0.993888464
RGL1	0.993889217
REPIN1	0.99389002
COMP	0.99389002
NLRP10	0.99389002
LYN	0.993890675
LRRC33	0.993892508
COL8A2	0.993892784
SLC36A2	0.993893574
SNAP91	0.993893847
TCF19	0.993896236
TP53TG5	0.993896236
KIDINS220	0.993897365
VTI1B	0.993898305
EBF2	0.993900114
NOP58	0.993902439
FAM89A	0.993902439
ASPG	0.993902439
ETHE1	0.993902439
FAM132A	0.993902439
MAPKBP1	0.993903304
PCYT1A	0.993906567
CA12	0.993907505
ASAP2	0.993908067
DESI1	0.993908629
SPTBN4	0.993908629
TTLL9	0.993908629
KDM5A	0.993914081
TCF4	0.993914366
PGAP1	0.993915604
GPRASP1	0.993916218
ZMPSTE24	0.993916864
LTB4R2	0.993918919
CLK2	0.993919551
ATAD5	0.993920288
PNLIPRP2	0.993923025
MPV17	0.993927126
DGAT2	0.993927126
KIF21B	0.993927684
DIP2A	0.993929583
ZNF71	0.993929712
SERPINA6	0.99393122
ZNF793	0.99393122
C16orf46	0.99393122
ADCK5	0.993933266
GNGT2	0.993933266
KDELC1	0.993933266
SEC14L4	0.993936944
UBFD1	0.993938169
FKBP3	0.993939394
SRP9	0.993939394
TECTB	0.993939394
ENO3	0.993939394
ZNF784	0.993939394
MOXD1	0.993941434
PRDM5	0.993941842
FAM155A	0.993943065
DNAL4	0.993943472
RIBC1	0.993943472
TEX28	0.993943472
LY6K	0.99394551
SGK223	0.993945946
RAB7A	0.993946065
PTGER2	0.993946731
GNAZ	0.993947117
PTPN20B	0.993947545
SOX2	0.993947858
KIAA1468	0.993948285
HTR6	0.993948563
KIAA1009	0.993950039
ABHD3	0.993951613
ORMDL3	0.993951613
FBXO16	0.993951613
ADAM33	0.993951613
ACACB	0.99395191
DPP8	0.993952721
PDE3A	0.993952721
HSPB8	0.99395466
TBCK	0.993955095
ZNF221	0.993957704
SUMO1	0.993957704
RAI14	0.993958921
AP1B1	0.993959894
POU2F1	0.993959985
IRF5	0.993960745
ADAMTS12	0.993961353
HCK	0.993961914
RTN4IP1	0.993963783
ELAC2	0.993963783
PPP1CB	0.993965876
TDP1	0.993967251
TMPPE	0.993967828
TIAL1	0.993967828
CACNA1E	0.993968117
CCR9	0.993971061
ZIC4	0.993972999
ZNF606	0.993974254
NAT10	0.993974391
FBN3	0.993974559
METTL2A	0.993975904
IFNG	0.993975904
RNF149	0.993975904
IGF1R	0.993977631
WDR1	0.993977813
